ride_id,vehicle_type,distance_km,city,timestamp,co2_grams
R000770,bus,45.16,Pune,2024-02-17 04:46:00,4741.8
R000771,bus,48.22,Bangalore,2024-02-23 02:28:00,5063.1
R000772,diesel_car,32.34,Delhi,2024-04-17 12:36:00,5530.14
R000773,diesel_car,12.07,Delhi,2024-06-08 23:23:00,2063.97
R000774,petrol_car,31.18,Chennai,2024-10-24 00:26:00,5986.56
R000775,petrol_car,44.78,Mumbai,2024-11-01 06:37:00,8597.76
R000776,diesel_car,29.7,Delhi,2024-07-28 18:49:00,5078.7
R000777,electric_bike,36.11,Pune,2024-05-31 08:56:00,758.31
R000778,electric_bike,48.52,Pune,2024-10-09 09:53:00,1018.92
R000779,diesel_car,37.68,Chennai,2024-09-29 22:41:00,6443.28
R000780,bus,49.17,Mumbai,2024-08-20 10:55:00,5162.85
R000781,petrol_car,22.85,Delhi,2024-11-05 18:43:00,4387.2
R000782,diesel_car,23.7,Delhi,2024-12-20 00:38:00,4052.7
R000783,bus,43.79,Delhi,2024-04-26 17:13:00,4597.95
R000784,bus,8.64,Bangalore,2024-12-12 05:08:00,907.2
R000785,bus,15.97,Mumbai,2024-03-29 07:16:00,1676.85
R000786,petrol_car,31.33,Mumbai,2024-07-31 17:53:00,6015.36
R000787,electric_bike,3.65,Pune,2024-12-22 04:36:00,76.65
R000788,bus,9.71,Delhi,2024-08-26 20:15:00,1019.55
R000789,bus,20.2,Pune,2024-04-14 20:16:00,2121.0
R000790,bus,35.72,Pune,2024-06-06 17:16:00,3750.6
R000791,electric_bike,48.93,Bangalore,2024-02-05 20:50:00,1027.53
R000792,bus,4.52,Bangalore,2024-06-03 07:14:00,474.6
R000793,petrol_car,3.51,Mumbai,2024-12-18 14:37:00,673.92
R000794,bus,35.89,Pune,2024-01-20 22:05:00,3768.45
R000795,diesel_car,32.33,Chennai,2024-09-08 14:50:00,5528.43
R000796,bus,4.45,Mumbai,2024-10-18 05:29:00,467.25
R000797,bus,13.39,Chennai,2024-07-26 23:53:00,1405.95
R000798,electric_bike,29.01,Mumbai,2024-11-11 00:30:00,609.21
R000799,diesel_car,19.8,Pune,2024-07-04 10:45:00,3385.8
R000800,bus,3.81,Delhi,2024-11-09 07:02:00,400.05
R000801,electric_bike,28.23,Mumbai,2024-04-03 10:08:00,592.83
R000802,electric_bike,22.57,Delhi,2024-06-25 14:30:00,473.97
R000803,diesel_car,31.79,Pune,2024-09-19 03:41:00,5436.09
R000804,electric_bike,3.7,Bangalore,2024-01-05 15:00:00,77.7
R000805,petrol_car,48.63,Bangalore,2024-11-28 00:24:00,9336.96
R000806,diesel_car,13.49,Pune,2024-08-30 22:58:00,2306.79
R000807,bus,28.64,Pune,2024-04-19 23:39:00,3007.2
R000808,diesel_car,9.05,Pune,2024-11-29 07:45:00,1547.55
R000809,petrol_car,24.94,Pune,2024-09-07 11:59:00,4788.48
R000810,bus,43.71,Delhi,2024-12-06 04:37:00,4589.55
R000811,petrol_car,31.14,Delhi,2024-12-11 10:46:00,5978.88
R000812,diesel_car,20.54,Pune,2024-01-31 00:22:00,3512.34
R000813,bus,13.69,Chennai,2024-02-16 16:29:00,1437.45
R000814,bus,32.68,Mumbai,2024-11-02 19:16:00,3431.4
R000815,diesel_car,31.63,Chennai,2024-10-18 23:53:00,5408.73
R000816,petrol_car,6.55,Mumbai,2024-05-20 23:22:00,1257.6
R000817,petrol_car,3.46,Chennai,2024-03-05 12:29:00,664.32
R000818,diesel_car,25.53,Delhi,2024-02-05 11:27:00,4365.63
R000819,diesel_car,11.83,Pune,2024-02-19 19:25:00,2022.93
R000820,petrol_car,48.58,Chennai,2024-01-13 10:11:00,9327.36
R000821,electric_bike,36.02,Bangalore,2024-12-23 19:23:00,756.42
R000822,bus,8.15,Delhi,2024-12-02 17:30:00,855.75
R000823,bus,11.74,Bangalore,2024-09-02 02:21:00,1232.7
R000824,petrol_car,8.3,Bangalore,2024-04-06 01:45:00,1593.6
R000825,petrol_car,26.8,Bangalore,2024-03-07 16:22:00,5145.6
R000826,bus,44.71,Mumbai,2024-06-13 06:32:00,4694.55
R000827,bus,48.98,Mumbai,2024-05-02 18:44:00,5142.9
R000828,diesel_car,45.12,Chennai,2024-11-08 18:56:00,7715.52
R000829,electric_bike,12.09,Pune,2024-11-12 03:26:00,253.89
R000830,electric_bike,9.02,Mumbai,2024-05-29 09:08:00,189.42
R000831,petrol_car,35.56,Mumbai,2024-12-15 16:11:00,6827.52
R000832,bus,34.86,Chennai,2024-11-25 01:29:00,3660.3
R000833,diesel_car,13.09,Delhi,2024-11-18 09:03:00,2238.39
R000834,bus,35.94,Pune,2024-01-04 23:21:00,3773.7
R000835,electric_bike,11.38,Mumbai,2024-11-02 14:07:00,238.98
R000836,bus,7.91,Bangalore,2024-08-17 04:05:00,830.55
R000837,bus,18.48,Bangalore,2024-02-05 11:38:00,1940.4
R000838,electric_bike,34.16,Mumbai,2024-10-18 01:54:00,717.36
R000839,electric_bike,9.23,Delhi,2024-01-04 00:28:00,193.83
R000840,electric_bike,5.21,Chennai,2024-03-23 22:51:00,109.41
R000841,diesel_car,23.6,Mumbai,2024-04-01 05:06:00,4035.6
R000842,petrol_car,13.5,Pune,2024-10-10 11:55:00,2592.0
R000843,diesel_car,44.6,Mumbai,2024-11-21 02:30:00,7626.6
R000844,electric_bike,23.71,Bangalore,2024-12-14 13:55:00,497.91
R000845,electric_bike,15.65,Chennai,2024-08-12 11:28:00,328.65
R000846,diesel_car,10.71,Chennai,2024-06-07 15:17:00,1831.41
R000847,petrol_car,34.78,Mumbai,2024-12-29 14:46:00,6677.76
R000848,electric_bike,47.2,Mumbai,2024-10-28 18:14:00,991.2
R000849,electric_bike,13.4,Delhi,2024-07-15 22:15:00,281.4
R000850,electric_bike,7.92,Bangalore,2024-08-16 02:08:00,166.32
R000851,petrol_car,9.16,Pune,2024-05-25 15:26:00,1758.72
R000852,electric_bike,13.41,Mumbai,2024-04-06 20:04:00,281.61
R000853,diesel_car,46.72,Mumbai,2024-10-25 08:25:00,7989.12
R000854,electric_bike,3.78,Mumbai,2024-03-30 13:55:00,79.38
R000855,petrol_car,29.19,Pune,2024-07-10 21:40:00,5604.48
R000856,electric_bike,33.09,Bangalore,2024-12-17 17:23:00,694.89
R000857,bus,29.71,Mumbai,2024-07-04 07:44:00,3119.55
R000858,diesel_car,25.55,Mumbai,2024-06-28 19:45:00,4369.05
R000859,petrol_car,31.62,Bangalore,2024-01-27 20:09:00,6071.04
R000860,diesel_car,17.35,Mumbai,2024-01-23 08:37:00,2966.85
R000861,petrol_car,8.94,Pune,2024-11-20 20:04:00,1716.48
R000862,diesel_car,25.95,Mumbai,2024-07-30 13:31:00,4437.45
R000863,diesel_car,42.09,Bangalore,2024-01-20 08:08:00,7197.39
R000864,petrol_car,23.98,Chennai,2024-02-13 14:24:00,4604.16
R000865,bus,26.24,Bangalore,2024-05-13 04:52:00,2755.2
R000866,diesel_car,32.72,Mumbai,2024-11-13 22:09:00,5595.12
R000867,electric_bike,26.71,Pune,2024-12-17 00:22:00,560.91
R000868,petrol_car,37.19,Delhi,2024-11-29 10:44:00,7140.48
R000869,bus,42.97,Chennai,2024-05-04 04:30:00,4511.85
R000870,petrol_car,16.06,Delhi,2024-02-13 02:19:00,3083.52
R000871,bus,3.92,Delhi,2024-01-13 09:51:00,411.6
R000872,diesel_car,26.56,Pune,2024-11-18 11:28:00,4541.76
R000873,petrol_car,47.26,Mumbai,2024-03-18 01:30:00,9073.92
R000874,bus,16.12,Pune,2024-06-12 21:54:00,1692.6
R000875,petrol_car,12.67,Chennai,2024-02-06 12:46:00,2432.64
R000876,bus,33.94,Chennai,2024-12-04 20:41:00,3563.7
R000877,petrol_car,26.9,Mumbai,2024-02-02 02:43:00,5164.8
R000878,bus,3.66,Bangalore,2024-03-02 03:12:00,384.3
R000879,petrol_car,14.21,Chennai,2024-01-31 20:17:00,2728.32
R000880,bus,45.36,Pune,2024-01-02 09:42:00,4762.8
R000881,petrol_car,24.68,Pune,2024-12-10 08:00:00,4738.56
R000882,electric_bike,29.81,Pune,2024-07-06 18:34:00,626.01
R000883,petrol_car,25.45,Bangalore,2024-08-15 11:03:00,4886.4
R000884,electric_bike,27.08,Bangalore,2024-03-24 04:14:00,568.68
R000885,electric_bike,7.97,Mumbai,2024-03-19 20:31:00,167.37
R000886,electric_bike,8.81,Bangalore,2024-09-30 20:51:00,185.01
R000887,diesel_car,30.5,Delhi,2024-10-21 15:35:00,5215.5
R000888,bus,32.47,Mumbai,2024-04-09 16:49:00,3409.35
R000889,bus,42.73,Mumbai,2024-06-07 21:00:00,4486.65
R000890,bus,12.73,Bangalore,2024-11-28 16:36:00,1336.65
R000891,diesel_car,8.47,Chennai,2024-12-01 16:26:00,1448.37
R000892,electric_bike,33.41,Mumbai,2024-02-16 17:15:00,701.61
R000893,petrol_car,28.47,Mumbai,2024-08-11 13:12:00,5466.24
R000894,electric_bike,21.49,Pune,2024-03-03 12:23:00,451.29
R000895,electric_bike,11.6,Delhi,2024-12-19 06:46:00,243.6
R000896,diesel_car,39.88,Chennai,2024-01-29 07:18:00,6819.48
R000897,petrol_car,48.47,Chennai,2024-09-05 00:25:00,9306.24
R000898,electric_bike,33.5,Mumbai,2024-04-20 02:30:00,703.5
R000899,electric_bike,13.86,Pune,2024-09-07 23:00:00,291.06
R000900,electric_bike,26.6,Chennai,2024-06-03 07:14:00,558.6
R000901,bus,7.98,Pune,2024-02-21 06:37:00,837.9
R000902,bus,5.7,Chennai,2024-12-30 16:15:00,598.5
R000903,petrol_car,31.53,Pune,2024-01-02 00:15:00,6053.76
R000904,diesel_car,8.47,Pune,2024-10-13 17:25:00,1448.37
R000905,bus,12.77,Pune,2024-02-23 12:35:00,1340.85
R000906,electric_bike,34.97,Bangalore,2024-11-20 08:19:00,734.37
R000907,diesel_car,31.59,Chennai,2024-11-12 00:31:00,5401.89
R000908,diesel_car,18.68,Pune,2024-12-05 16:28:00,3194.28
R000909,bus,34.71,Pune,2024-09-29 22:24:00,3644.55
R000910,diesel_car,47.66,Mumbai,2024-11-27 08:45:00,8149.86
R000911,petrol_car,49.74,Chennai,2024-05-26 14:06:00,9550.08
R000912,electric_bike,33.78,Pune,2024-12-10 19:55:00,709.38
R000913,electric_bike,14.52,Bangalore,2024-03-14 18:57:00,304.92
R000914,petrol_car,3.41,Bangalore,2024-10-31 17:58:00,654.72
R000915,bus,27.48,Mumbai,2024-07-28 09:47:00,2885.4
R000916,electric_bike,18.01,Bangalore,2024-01-18 01:43:00,378.21
R000917,diesel_car,36.54,Mumbai,2024-01-17 19:55:00,6248.34
R000918,electric_bike,42.44,Bangalore,2024-09-14 14:34:00,891.24
R000919,diesel_car,49.45,Delhi,2024-08-21 10:26:00,8455.95
R000920,diesel_car,8.66,Chennai,2024-07-13 05:06:00,1480.86
R000921,petrol_car,34.6,Pune,2024-04-14 19:56:00,6643.2
R000922,bus,42.29,Delhi,2024-08-24 23:20:00,4440.45
R000923,petrol_car,22.82,Mumbai,2024-10-28 09:12:00,4381.44
R000924,electric_bike,21.55,Bangalore,2024-03-31 16:15:00,452.55
R000925,electric_bike,43.92,Bangalore,2024-07-10 05:51:00,922.32
R000926,diesel_car,29.96,Chennai,2024-12-09 23:38:00,5123.16
R000927,bus,22.48,Pune,2024-06-26 01:08:00,2360.4
R000928,diesel_car,4.11,Bangalore,2024-03-31 02:31:00,702.81
R000929,bus,20.35,Pune,2024-06-24 05:11:00,2136.75
R000930,bus,9.39,Delhi,2024-03-21 07:22:00,985.95
R000931,bus,42.36,Delhi,2024-11-15 16:04:00,4447.8
R000932,bus,24.9,Delhi,2024-11-05 06:08:00,2614.5
R000933,electric_bike,16.58,Pune,2024-06-08 23:11:00,348.18
R000934,petrol_car,49.91,Mumbai,2024-04-03 00:59:00,9582.72
R000935,bus,40.57,Pune,2024-05-10 21:16:00,4259.85
R000936,petrol_car,37.01,Chennai,2024-09-07 13:01:00,7105.92
R000937,electric_bike,49.4,Chennai,2024-10-14 11:50:00,1037.4
R000938,electric_bike,19.08,Pune,2024-12-08 19:37:00,400.68
R000939,bus,10.3,Bangalore,2024-08-03 04:39:00,1081.5
R000940,electric_bike,15.57,Mumbai,2024-12-06 09:43:00,326.97
R000941,petrol_car,29.89,Chennai,2024-07-30 21:32:00,5738.88
R000942,petrol_car,45.06,Bangalore,2024-10-28 05:53:00,8651.52
R000943,diesel_car,32.51,Chennai,2024-09-06 05:07:00,5559.21
R000944,electric_bike,48.14,Chennai,2024-02-07 09:08:00,1010.94
R000945,diesel_car,6.68,Chennai,2024-03-24 04:30:00,1142.28
R000946,bus,32.75,Mumbai,2024-10-18 06:29:00,3438.75
R000947,diesel_car,7.59,Mumbai,2024-05-30 12:34:00,1297.89
R000948,diesel_car,8.89,Mumbai,2024-11-13 02:48:00,1520.19
R000949,electric_bike,16.45,Chennai,2024-03-30 08:26:00,345.45
R000950,diesel_car,41.43,Pune,2024-11-17 20:44:00,7084.53
R000951,electric_bike,28.77,Chennai,2024-06-06 04:01:00,604.17
R000952,diesel_car,29.24,Pune,2024-01-09 13:32:00,5000.04
R000953,bus,47.95,Chennai,2024-08-25 07:32:00,5034.75
R000954,petrol_car,26.12,Chennai,2024-11-05 18:51:00,5015.04
R000955,diesel_car,10.77,Pune,2024-01-12 13:05:00,1841.67
R000956,bus,16.02,Mumbai,2024-08-16 15:57:00,1682.1
R000957,petrol_car,16.33,Pune,2024-05-19 23:19:00,3135.36
R000958,petrol_car,20.45,Chennai,2024-11-28 04:26:00,3926.4
R000959,petrol_car,5.74,Pune,2024-01-11 03:50:00,1102.08
R000960,electric_bike,31.77,Mumbai,2024-01-14 20:14:00,667.17
R000961,diesel_car,7.03,Delhi,2024-04-02 03:46:00,1202.13
R000962,electric_bike,46.43,Mumbai,2024-07-25 17:03:00,975.03
R000963,petrol_car,32.37,Pune,2024-01-16 09:43:00,6215.04
R000964,diesel_car,42.29,Delhi,2024-02-18 04:20:00,7231.59
R000965,petrol_car,37.31,Pune,2024-10-25 05:11:00,7163.52
R000966,bus,16.61,Mumbai,2024-05-19 22:56:00,1744.05
R000967,bus,13.01,Bangalore,2024-11-12 06:29:00,1366.05
R000968,electric_bike,17.29,Delhi,2024-12-25 20:49:00,363.09
R000969,diesel_car,44.86,Bangalore,2024-08-09 03:20:00,7671.06
R000970,petrol_car,21.84,Bangalore,2024-02-25 20:03:00,4193.28
R000971,petrol_car,7.65,Pune,2024-01-14 13:58:00,1468.8
R000972,electric_bike,8.13,Pune,2024-06-21 22:08:00,170.73
R000973,bus,29.85,Chennai,2024-04-16 07:08:00,3134.25
R000974,petrol_car,12.18,Mumbai,2024-01-19 15:28:00,2338.56
R000975,diesel_car,36.19,Mumbai,2024-09-23 01:20:00,6188.49
R000976,bus,14.99,Pune,2024-09-16 01:47:00,1573.95
R000977,electric_bike,27.29,Bangalore,2024-11-27 07:12:00,573.09
R000978,petrol_car,23.37,Chennai,2024-10-25 19:59:00,4487.04
R000979,electric_bike,18.98,Bangalore,2024-12-28 20:32:00,398.58
R000980,bus,44.4,Delhi,2024-01-06 11:28:00,4662.0
R000981,electric_bike,33.33,Chennai,2024-11-24 07:14:00,699.93
R000982,bus,41.14,Chennai,2024-03-22 10:37:00,4319.7
R000983,diesel_car,20.0,Bangalore,2024-04-11 21:48:00,3420.0
R000984,bus,3.11,Chennai,2024-06-09 22:27:00,326.55
R000985,petrol_car,10.4,Delhi,2024-04-21 04:49:00,1996.8
R000986,diesel_car,29.87,Pune,2024-08-01 18:31:00,5107.77
R000987,bus,11.04,Bangalore,2024-03-13 23:24:00,1159.2
R000988,bus,28.78,Pune,2024-12-18 12:10:00,3021.9
R000989,bus,38.93,Delhi,2024-02-18 16:11:00,4087.65
R000990,electric_bike,16.82,Pune,2024-11-29 05:58:00,353.22
R000991,bus,33.24,Delhi,2024-02-07 10:39:00,3490.2
R000992,bus,19.28,Delhi,2024-04-22 04:11:00,2024.4
R000993,electric_bike,23.56,Delhi,2024-10-15 14:08:00,494.76
R000994,diesel_car,13.52,Bangalore,2024-01-12 03:37:00,2311.92
R000995,petrol_car,41.93,Pune,2024-04-25 13:37:00,8050.56
R000996,electric_bike,9.47,Bangalore,2024-12-30 14:54:00,198.87
R000997,diesel_car,24.58,Bangalore,2024-11-03 18:28:00,4203.18
R000998,bus,21.58,Chennai,2024-01-06 16:40:00,2265.9
R000999,diesel_car,26.87,Delhi,2024-07-15 01:56:00,4594.77
R001000,bus,17.73,Chennai,2024-08-31 04:39:00,1861.65
R001001,petrol_car,7.3,Pune,2024-11-27 04:04:00,1401.6
R001002,petrol_car,14.9,Pune,2024-11-30 13:56:00,2860.8
R001003,petrol_car,5.74,Pune,2024-04-18 15:43:00,1102.08
R001004,bus,6.22,Pune,2024-08-06 12:48:00,653.1
R001005,diesel_car,33.81,Mumbai,2024-09-05 12:50:00,5781.51
R001006,electric_bike,18.27,Bangalore,2024-12-18 00:28:00,383.67
R001007,electric_bike,26.59,Chennai,2024-12-21 10:07:00,558.39
R001008,electric_bike,47.21,Mumbai,2024-03-05 16:49:00,991.41
R001009,electric_bike,7.8,Delhi,2024-05-23 22:48:00,163.8
R001010,petrol_car,15.24,Pune,2024-06-24 00:31:00,2926.08
R001011,diesel_car,6.56,Bangalore,2024-09-13 15:25:00,1121.76
R001012,diesel_car,48.69,Mumbai,2024-03-03 01:15:00,8325.99
R001013,petrol_car,33.69,Pune,2024-05-15 00:53:00,6468.48
R001014,electric_bike,33.19,Pune,2024-03-03 00:33:00,696.99
R001015,diesel_car,3.07,Bangalore,2024-06-13 19:05:00,524.97
R001016,electric_bike,34.47,Chennai,2024-11-16 07:32:00,723.87
R001017,diesel_car,34.19,Pune,2024-07-06 10:19:00,5846.49
R001018,petrol_car,9.95,Chennai,2024-01-15 07:13:00,1910.4
R001019,diesel_car,29.82,Chennai,2024-06-16 15:06:00,5099.22
R001020,petrol_car,42.44,Pune,2024-01-28 11:56:00,8148.48
R001021,electric_bike,13.34,Bangalore,2024-09-02 16:40:00,280.14
R001022,bus,3.1,Delhi,2024-12-09 14:50:00,325.5
R001023,diesel_car,32.24,Delhi,2024-12-07 08:27:00,5513.04
R001024,petrol_car,6.23,Bangalore,2024-06-04 06:15:00,1196.16
R001025,diesel_car,13.54,Delhi,2024-02-23 17:48:00,2315.34
R001026,electric_bike,25.63,Delhi,2024-09-14 04:29:00,538.23
R001027,electric_bike,9.38,Bangalore,2024-05-15 02:05:00,196.98
R001028,petrol_car,36.69,Delhi,2024-08-28 15:35:00,7044.48
R001029,petrol_car,49.74,Pune,2024-03-25 22:44:00,9550.08
R001030,bus,21.86,Delhi,2024-02-08 16:57:00,2295.3
R001031,petrol_car,41.05,Delhi,2024-10-05 17:50:00,7881.6
R001032,bus,41.91,Chennai,2024-06-19 17:21:00,4400.55
R001033,diesel_car,11.59,Chennai,2024-09-05 23:13:00,1981.89
R001034,diesel_car,27.86,Mumbai,2024-04-02 19:29:00,4764.06
R001035,petrol_car,25.96,Chennai,2024-05-21 19:24:00,4984.32
R001036,diesel_car,33.88,Pune,2024-09-13 16:30:00,5793.48
R001037,petrol_car,8.91,Delhi,2024-10-08 16:11:00,1710.72
R001038,electric_bike,41.08,Mumbai,2024-06-23 04:59:00,862.68
R001039,diesel_car,24.29,Bangalore,2024-08-08 15:23:00,4153.59
R001040,diesel_car,4.07,Delhi,2024-03-02 02:24:00,695.97
R001041,bus,20.28,Delhi,2024-06-19 09:24:00,2129.4
R001042,petrol_car,5.95,Delhi,2024-03-12 07:03:00,1142.4
R001043,petrol_car,25.02,Pune,2024-11-12 20:59:00,4803.84
R001044,electric_bike,26.29,Mumbai,2024-05-07 09:49:00,552.09
R001045,electric_bike,29.32,Chennai,2024-02-11 07:48:00,615.72
R001046,petrol_car,36.01,Mumbai,2024-03-26 17:33:00,6913.92
R001047,bus,30.04,Chennai,2024-09-08 01:50:00,3154.2
R001048,bus,10.77,Bangalore,2024-07-01 06:06:00,1130.85
R001049,electric_bike,6.53,Delhi,2024-04-17 18:24:00,137.13
R001050,bus,20.33,Bangalore,2024-09-24 05:45:00,2134.65
R001051,petrol_car,41.26,Delhi,2024-02-12 12:43:00,7921.92
R001052,diesel_car,15.14,Chennai,2024-09-19 09:08:00,2588.94
R001053,petrol_car,38.43,Mumbai,2024-11-04 10:38:00,7378.56
R001054,petrol_car,8.17,Chennai,2024-04-30 01:24:00,1568.64
R001055,bus,26.15,Chennai,2024-08-12 14:19:00,2745.75
R001056,electric_bike,47.88,Bangalore,2024-09-10 21:55:00,1005.48
R001057,bus,21.8,Mumbai,2024-11-17 03:52:00,2289.0
R001058,bus,31.8,Bangalore,2024-11-16 02:05:00,3339.0
R001059,diesel_car,10.89,Delhi,2024-11-27 02:57:00,1862.19
R001060,petrol_car,3.26,Chennai,2024-05-29 18:38:00,625.92
R001061,electric_bike,8.17,Bangalore,2024-06-12 03:29:00,171.57
R001062,bus,7.97,Delhi,2024-09-03 04:24:00,836.85
R001063,petrol_car,7.23,Bangalore,2024-01-19 16:34:00,1388.16
R001064,diesel_car,8.06,Bangalore,2024-06-18 00:34:00,1378.26
R001065,diesel_car,10.19,Bangalore,2024-02-08 11:49:00,1742.49
R001066,diesel_car,29.9,Mumbai,2024-07-29 17:55:00,5112.9
R001067,petrol_car,35.55,Chennai,2024-07-06 18:11:00,6825.6
R001068,electric_bike,8.93,Delhi,2024-03-11 00:43:00,187.53
R001069,bus,46.91,Pune,2024-08-07 12:24:00,4925.55
R001070,bus,10.66,Bangalore,2024-01-17 03:30:00,1119.3
R001071,petrol_car,38.11,Mumbai,2024-09-27 16:31:00,7317.12
R001072,diesel_car,10.68,Bangalore,2024-09-01 08:31:00,1826.28
R001073,diesel_car,24.83,Bangalore,2024-06-17 01:53:00,4245.93
R001074,petrol_car,22.95,Delhi,2024-01-14 04:56:00,4406.4
R001075,diesel_car,19.6,Delhi,2024-05-14 22:41:00,3351.6
R001076,petrol_car,17.36,Delhi,2024-05-05 19:13:00,3333.12
R001077,diesel_car,5.59,Delhi,2024-12-04 23:44:00,955.89
R001078,bus,30.47,Mumbai,2024-09-26 23:20:00,3199.35
R001079,diesel_car,40.52,Chennai,2024-06-26 07:17:00,6928.92
R001080,electric_bike,23.52,Pune,2024-01-12 06:59:00,493.92
R001081,electric_bike,37.7,Delhi,2024-03-30 12:08:00,791.7
R001082,diesel_car,23.07,Bangalore,2024-01-17 07:53:00,3944.97
R001083,electric_bike,30.5,Bangalore,2024-08-25 00:32:00,640.5
R001084,diesel_car,48.76,Bangalore,2024-11-25 02:30:00,8337.96
R001085,electric_bike,49.77,Pune,2024-09-24 17:07:00,1045.17
R001086,diesel_car,15.46,Delhi,2024-05-22 07:02:00,2643.66
R001087,electric_bike,27.57,Pune,2024-03-13 21:28:00,578.97
R001088,bus,45.02,Mumbai,2024-07-02 09:43:00,4727.1
R001089,electric_bike,8.91,Chennai,2024-10-23 16:15:00,187.11
R001090,bus,10.97,Pune,2024-03-07 06:33:00,1151.85
R001091,bus,6.88,Mumbai,2024-03-19 12:36:00,722.4
R001092,diesel_car,12.5,Chennai,2024-06-18 23:12:00,2137.5
R001093,bus,47.98,Bangalore,2024-06-25 00:31:00,5037.9
R001094,electric_bike,21.26,Mumbai,2024-10-01 22:38:00,446.46
R001095,bus,36.98,Chennai,2024-03-14 02:24:00,3882.9
R001096,bus,33.52,Chennai,2024-09-02 17:30:00,3519.6
R001097,electric_bike,12.47,Chennai,2024-10-23 18:05:00,261.87
R001098,petrol_car,44.13,Delhi,2024-08-31 22:04:00,8472.96
R001099,diesel_car,17.78,Bangalore,2024-04-03 14:54:00,3040.38
R001100,bus,5.83,Chennai,2024-10-16 23:13:00,612.15
R001101,diesel_car,46.41,Mumbai,2024-09-02 11:52:00,7936.11
R001102,bus,16.98,Bangalore,2024-09-19 23:23:00,1782.9
R001103,bus,11.06,Delhi,2024-06-18 07:47:00,1161.3
R001104,petrol_car,35.9,Pune,2024-10-20 11:19:00,6892.8
R001105,electric_bike,6.82,Bangalore,2024-12-05 02:02:00,143.22
R001106,electric_bike,30.43,Pune,2024-02-17 20:53:00,639.03
R001107,diesel_car,9.97,Pune,2024-08-24 18:49:00,1704.87
R001108,diesel_car,19.93,Bangalore,2024-11-09 06:08:00,3408.03
R001109,petrol_car,27.62,Delhi,2024-02-05 22:26:00,5303.04
R001110,diesel_car,39.95,Mumbai,2024-06-28 12:21:00,6831.45
R001111,diesel_car,17.44,Mumbai,2024-03-13 19:19:00,2982.24
R001112,electric_bike,47.62,Delhi,2024-12-30 20:56:00,1000.02
R001113,diesel_car,31.9,Chennai,2024-02-14 12:58:00,5454.9
R001114,bus,33.76,Delhi,2024-10-06 04:25:00,3544.8
R001115,electric_bike,19.6,Mumbai,2024-08-27 04:40:00,411.6
R001116,electric_bike,6.7,Chennai,2024-02-22 12:16:00,140.7
R001117,diesel_car,35.93,Delhi,2024-09-05 16:06:00,6144.03
R001118,diesel_car,18.87,Bangalore,2024-09-27 01:52:00,3226.77
R001119,bus,13.12,Chennai,2024-11-22 07:41:00,1377.6
R001120,diesel_car,16.39,Chennai,2024-08-04 07:25:00,2802.69
R001121,petrol_car,24.18,Chennai,2024-11-17 12:43:00,4642.56
R001122,petrol_car,5.64,Bangalore,2024-02-26 17:57:00,1082.88
R001123,petrol_car,17.89,Bangalore,2024-05-08 07:23:00,3434.88
R001124,petrol_car,22.58,Mumbai,2024-10-27 05:32:00,4335.36
R001125,diesel_car,40.1,Mumbai,2024-08-25 19:28:00,6857.1
R001126,bus,3.77,Chennai,2024-09-02 00:29:00,395.85
R001127,bus,7.31,Bangalore,2024-01-02 13:47:00,767.55
R001128,diesel_car,10.76,Delhi,2024-12-25 16:18:00,1839.96
R001129,bus,41.48,Pune,2024-05-25 07:43:00,4355.4
R001130,bus,31.57,Chennai,2024-11-01 02:20:00,3314.85
R001131,bus,23.13,Mumbai,2024-06-28 20:55:00,2428.65
R001132,bus,42.76,Chennai,2024-04-05 01:16:00,4489.8
R001133,electric_bike,36.76,Bangalore,2024-09-12 11:46:00,771.96
R001134,bus,18.4,Delhi,2024-08-08 06:19:00,1932.0
R001135,electric_bike,26.83,Delhi,2024-05-21 10:14:00,563.43
R001136,diesel_car,9.58,Bangalore,2024-06-20 00:05:00,1638.18
R001137,petrol_car,41.79,Mumbai,2024-09-19 18:43:00,8023.68
R001138,bus,7.57,Mumbai,2024-03-05 08:32:00,794.85
R001139,petrol_car,26.98,Pune,2024-11-19 08:12:00,5180.16
R001140,bus,24.32,Chennai,2024-09-14 09:26:00,2553.6
R001141,petrol_car,6.59,Pune,2024-03-28 19:04:00,1265.28
R001142,electric_bike,27.25,Bangalore,2024-01-22 17:26:00,572.25
R001143,electric_bike,21.86,Delhi,2024-05-27 11:10:00,459.06
R001144,electric_bike,37.89,Bangalore,2024-07-07 13:46:00,795.69
R001145,petrol_car,31.88,Bangalore,2024-12-16 02:11:00,6120.96
R001146,petrol_car,24.53,Mumbai,2024-09-07 16:44:00,4709.76
R001147,bus,9.15,Chennai,2024-03-23 06:40:00,960.75
R001148,diesel_car,41.99,Pune,2024-06-18 06:22:00,7180.29
R001149,petrol_car,20.14,Chennai,2024-08-14 02:41:00,3866.88
R001150,electric_bike,12.69,Bangalore,2024-08-10 10:02:00,266.49
R001151,diesel_car,29.2,Mumbai,2024-06-30 10:43:00,4993.2
R001152,bus,41.67,Pune,2024-05-30 06:10:00,4375.35
R001153,petrol_car,6.06,Pune,2024-10-29 02:27:00,1163.52
R001154,bus,38.75,Delhi,2024-02-04 22:36:00,4068.75
R001155,petrol_car,13.65,Bangalore,2024-12-26 19:06:00,2620.8
R001156,bus,22.64,Mumbai,2024-12-16 18:28:00,2377.2
